B cells	T4	T8	DC	NK	MO	Basophil	Eosinophil	Neutrophil
0.0681909390632189	0.00450572811499869	0.0596595520521453	0.0577558895718124	0.184425223076833	0.25139274618377	0.00966964782580142	0.0975722955219018	0.266827978589519
0.127177370742764	0.000153951838322222	0.0242828736460499	0.0152644244864514	0.0476739274729468	0.00187226826245723	0.218087580355861	0.309721216472596	0.255766386722552
0.247718909258824	0.000168229205607877	0.0250680423681378	0.281160974443315	0.0860140704597702	0.0513907338341916	0.0225263004681737	0.184564358468655	0.101388381493324
0.0650956136111276	0.167692543554486	0.00354018667918125	0.037022100629281	0.428303911231387	0.101545491802561	0.0936391267143818	0.000771296977536703	0.102389728800058
4.17328884958176e-05	0.0670647130197036	0.882407566747835	0.035483146225704	0.00140512599595916	5.57730218387351e-05	0.00461592348870301	0.000451804281389004	0.00847421433037176
0.0175039916297852	0.0108518801418394	0.000909276887816598	0.00219130724388982	0.0966547197444886	0.459499678729659	0.259321128461667	0.124562054397742	0.0285059627631123
0.321848090949575	0.052027164061796	0.278842255558471	0.00219111393305254	0.229928982505673	0.0597079523076199	0.0324565513201331	0.0228509535888282	0.000146935774850615
0.00602651853981622	0.823371754176525	0.011218009196005	0.0056819130232612	0.00571895895830301	0.128485272002686	0.0116212660672764	0.00229107030481089	0.00558523773131687
1.50393363207184e-05	0.0139857978472804	0.0127416765877782	0.1234590921769	0.0540000895410746	0.160418082155931	0.191224880344752	0.419805893955724	0.0243494480542388
0.00929441264952516	0.0890803776888921	0.14859805981763	0.0814692580744425	0.0035687838792779	0.398705102318633	0.100695175591409	0.138615863770277	0.0299729662099136
0.170352077032506	0.107502245430188	0.093710131342965	0.0244256340111137	7.99780924054388e-05	0.070541098548867	0.198941971014858	0.107532176972403	0.226914687554694
0.199764544646255	0.347228816879414	0.0661169597216425	0.0548850731953981	0.144789480049566	0.0590453881384186	0.0277245607460274	0.00897903081926995	0.0914661458040093
0.0193456914697009	0.00276458798479287	0.00160508983110162	0.00380417866333471	0.00181689071068674	0.0820136170798281	0.366545692350748	0.401408908714472	0.120695343195335
0.100522624843007	0.0256133122844455	0.0759891997572003	0.102332019609995	0.601981098696227	0.0115360403680014	0.000152709647010218	0.0563995406632492	0.0254734541308635
0.0527984568989037	0.518330048396774	0.0780525987151906	0.00642155798240894	0.00177718318185002	0.135757151294396	0.156132100660767	0.0481559283474989	0.00257497452221103
0.040597096535525	0.0526770871894994	0.000480394286432633	0.0582452655263033	0.000491890864989628	0.623925359228082	0.204983676204718	0.00660679704668432	0.0119924331177664
0.0998093724636387	0.0919114462475082	0.244063735058244	0.0260316176606397	0.142415072303309	0.0803514447720716	0.222646068837731	0.011925577186445	0.0808456654704124
0.0605430602350505	0.0830656878346087	0.266312193068304	0.0115902896501893	0.00475062091895742	0.0485033958224504	0.209803284938611	0.00237930742513158	0.313052160106697
0.358867050603805	0.0978532265575152	0.360357183794847	0.00229071457108324	0.00844337983903346	0.0213695349562451	0.135483286357724	0.0100487527860953	0.00528687053365191
0.138710702135886	0.125376625335951	0.00829810938223015	0.0451261550559539	0.563552590454825	0.00897354555443126	0.0892781413287207	0.00024426150255215	0.0204398692494498
0.129505535103175	0.0324882269969096	0.351722524542201	0.215529165304478	0.0594961238681204	0.00105390040906733	0.0108522814909319	0.0678329096166434	0.131519332668473
0.0727811343156183	0.0316794706176939	9.98504289307491e-05	0.319435955143231	0.344151078343373	0.0729939238457965	0.0986690392121893	0.033094793066741	0.0270947550264258
0.011200741314037	0.000398715623159292	0.450457216381515	0.167962196291407	0.0924783422057936	0.0760682492766746	0.0161994086791204	0.0187499397175979	0.166485190510695
0.150750962539956	0.000419737390353072	0.0466530603420376	0.148467404349653	0.245163948094943	0.00779409425686784	0.0633359438269218	0.253592677620066	0.0838221715792018
0.0393133908827891	0.129076427778645	0.099707403790731	0.167692476017875	0.0171130488500021	0.0654599735274109	0.00266910792799858	0.0541231878740151	0.424844983350533
0.102616174105566	0.192955048765953	0.0252734552676885	0.000431849420798878	0.225589721397586	0.00500374925840216	0.149220634750379	0.141912655395524	0.156996711638103
0.045271653572809	0.234258612401362	0.00618102282447688	0.39855728765116	0.131268178771791	0.0669948916171256	0.110809805469501	7.70133860895702e-06	0.00665084635316649
0.000336137503475179	0.0716662322825499	0.0219952761043988	0.0538668557050154	0.0328005527919109	0.000518261741467937	0.171579630529073	0.0483893354198531	0.598847717922255
0.234033028519406	0.000721193086880253	0.000873349420936104	0.178928027234709	0.0701238315106002	0.261291499154651	0.143094881635491	0.106996340603531	0.00393784883379453
0.00699861488635907	0.272990314574025	0.0964063478421545	0.379279583188106	0.0247748934693766	0.000413636137701217	0.118359019533062	0.0441895763503787	0.0565880140188372
0.00161385159523387	0.00741736406847605	0.0151715555603788	0.193580608781666	0.0371695593205623	0.0199987342703289	0.579284701219403	0.00349080875024723	0.142272816433704
0.0168711697073643	0.659377843274949	0.0798572057393277	0.0427931422160363	0.0297768093785057	0.00106742124072808	0.16221573844052	0.00781972733966511	0.000220942662903096
0.119281367980391	0.37996664459128	0.154418222176602	0.165760156527276	0.0920887731091985	0.00354179242866749	0.0295741403560843	0.0332597591442395	0.0221091436862605
0.214608374476276	0.154502497083335	0.0125369758353081	0.059677701329741	0.0219936780707894	0.00841718363082103	0.000418327228895566	0.00383840319997925	0.524006859144854
0.180767930906202	0.0915533727921779	0.334632437873465	0.00445215672087675	0.00360543858322538	0.209135840055163	0.00031524409112151	0.127660930240033	0.0478766487377359
0.00237993299153375	0.0393293112425237	0.174205816466966	0.108742578966575	0.0094888104795598	0.344115146826788	0.000122049616775913	0.292918597275607	0.0286977561336703
0.282984609286785	0.0580232761623074	0.00793043568512791	3.53911128740753e-07	0.511598824465643	0.00209970358156987	0.132226809542579	0.00506766729932622	6.83200655324486e-05
0.16635669330093	0.00446156712237194	0.000972510311477905	0.0372380449371168	0.0161656263768408	0.169939580446571	0.331859998498082	0.202310069723913	0.0706959092826965
0.0273259728930603	0.0511668585944266	0.0327401712408091	0.250286133429771	0.388772513022009	0.155280563686065	0.0734555065177348	0.0185070581646103	0.00246522245151319
0.329445941950161	0.00262320294676389	0.00191761492234417	0.0863983850102963	0.136916130003576	0.138916708410557	0.000225183052395468	0.0412659056109823	0.262290928092924
2.72175825759636e-05	0.140342596037895	0.00130230652079826	0.044941374269068	0.165890643451994	0.0201402830523916	0.160283656254149	0.161616655622598	0.30545526720853
0.101749549004368	0.0135972940399842	0.0702974828703875	0.0049904581387912	0.0143996521509689	0.0629155329657017	0.67409383705989	0.0579336403106853	2.25534592229759e-05
0.224551829053497	0.246481581848476	0.000682588369096141	0.0101165180924403	0.0237299838172995	0.181443944927877	0.148514058603733	0.077978645328171	0.0865008499594093
0.00675746837120792	0.130760440150659	0.00909815377528756	0.196557610433479	0.119207465014729	0.163259197927217	0.166466248648508	0.170731479410569	0.037161936268344
0.0716292458371849	0.0100990388619689	0.0447307749447737	0.00372383172269945	0.0989923256930431	0.0629256185531628	0.0707157794386652	0.629525819436589	0.0076575655119131
0.0086287713093637	0.0229908191371159	0.00666114599043117	0.323333353281174	9.53380346198828e-05	0.219655521299963	0.00238817782682902	0.413027826408937	0.00321904671156702
0.280900415900618	0.109223009516386	0.207866308800405	0.154415872721072	0.000690786494524002	0.0127214205063455	0.0307208548679592	0.0127028652772397	0.190758465915451
0.0364248107627228	0.170675472872473	0.0144874037567131	0.0144166123028694	0.0105804631604729	0.0751681046908099	0.00768557340867384	0.358256324767445	0.312305234277819
0.000179392974763351	0.0167902467618265	0.116603245903127	0.117769991452053	0.108171348642883	0.0808799969160371	0.54819683941531	0.00630665918436986	0.00510227874963023
0.158474034569655	0.106163647409959	0.125622958218954	0.0303224428111607	0.155802271549364	0.0962306710171685	2.28589815209126e-07	0.320552600935712	0.00683114489821151
0.0201338389190741	0.0230884926801607	0.0175194990007697	0.248255994732403	0.181643610766884	0.00492254445449986	0.444786602746611	0.0452209979396507	0.0144284187599467
0.230329791240886	0.447771241250431	0.0599831180739746	0.0124550369829589	0.000683578998488113	0.0759564569325404	0.135530183797529	0.00136018453666365	0.0359304081865283
0.000747030009103067	0.409505353872911	0.0002099768827743	6.48361638950454e-05	0.120081476884604	0.0365971144504363	0.000653221298474828	0.221236708479145	0.210904281958657
0.221298842194002	0.0321346200472191	0.365828632594995	0.0688543779634271	0.0918356860707977	0.0124745406444685	0.0479917047807997	0.0318097860360772	0.127771809668214
0.148423723603638	0.0691678173257759	0.0342987602674828	0.0642639134763672	0.645149106759945	0.00119380216649292	0.00608706185363674	0.00190237748655803	0.0295134370601038
0.00200889206909938	0.0551677935339397	0.104249941183126	0.588268191543129	0.00335056160127052	0.0117180198424191	0.011644189563654	0.0208221185521007	0.202770292111262
0.00755990554942352	0.139205189056188	0.113108506623398	0.00531456962106619	0.427748734789094	0.189389446478915	0.076006575032486	0.0410148893638046	0.000652183485624735
0.3558033686493	0.341634659221062	0.049135318620056	0.0318796849288059	0.0499688250619373	0.131759560595356	0.0139545258158045	0.00957932708316461	0.0162847300245135
0.238001934080523	0.0333723427038135	0.0198197450375884	0.198316008929595	0.0094259530341284	0.377076074736105	0.0941889145070354	0.00419648640117092	0.0256025405700406
0.276405527270041	0.0218866681556751	0.198515992210378	0.180545193804144	0.0549729393691362	0.0339358621679976	0.186738020089781	0.00911508799251623	0.0378847089403305
0.123996597001475	0.000123939840420572	0.0440226882001761	0.0131464855574988	0.0203540407310181	0.312450834288522	0.214437657473323	0.271302944589984	0.000164812317582358
0.0556415082645058	0.0319604370931655	0.245491097741723	0.446288335587939	0.00673618017586455	0.0173339483364491	0.0823755869164168	0.00799421588068498	0.106178690003251
0.0469286694308404	0.00508688066802902	0.0144388364705298	0.217280669833429	0.0726379804310941	0.47574225149541	0.130899905555743	0.011328133280081	0.0256566728348442
0.00974697862053255	0.414906706191105	0.00414592017627097	0.00600295528206125	0.0068623594789436	0.0504958492799065	0.120606037018618	0.0682237359091094	0.319009458043453
0.00234830316518948	0.0133663378447669	7.72110172152009e-05	0.161487759922075	0.0129996568546661	0.499150067018964	0.0342962298842193	0.223570759304279	0.0527036749886255
0.00265724522526472	0.482563786021133	0.00327993445078082	0.018670775418339	0.389472263342893	0.000331787460945843	0.0401119544444983	0.00272122166496003	0.0601910319711852
0.283133251962047	0.0217772992888323	1.44537090181946e-06	0.277284959529282	0.197447655753039	0.0152058913918472	0.06720563645829	0.0153763202870873	0.122567539958672
0.21629963085362	0.0684432279492697	0.358626806162844	0.0991792724508542	1.01591563353744e-07	0.0428962453822661	0.00288238020550529	0.00301725470554442	0.208655080698533
1.80897687030889e-06	0.017585166822545	0.0745564995949194	0.0237149531813157	0.0979296456232466	0.314556947556665	0.102889556593293	0.0104215353183062	0.358343886332839
0.60852735283187	0.0118169859614224	0.00249964676682029	0.0227068629620214	0.050414135970014	0.119165924901737	0.019408964894258	0.0963602848827245	0.0690998408291323
0.108850867749743	0.0899409173782754	0.081994999297938	0.0213031787212555	0.0220199944254012	0.145485020662322	0.199353917770788	0.0538125808361396	0.277238523158138
0.00504682005112857	0.0144786065700265	0.481382988224437	0.0931260732641284	0.0695142899339301	0.00566043973953273	0.149347466565313	0.108147989031081	0.0732953266204222
0.0505210763149868	0.0537756602502813	0.000225965336637092	0.114509402272422	0.637362346742538	0.00457808071933981	0.0126641352604891	0.0804008796482535	0.0459624534550527
0.398302048691098	0.162698901796136	4.43748816909946e-07	0.0395856510869169	0.0923819066689479	0.139577876029436	0.00257945278107068	0.109999147910985	0.0548745712865925
0.0964098455747337	0.407493908442943	0.0258112674637562	0.0874881171492103	0.0384644118424177	0.0464318188707797	0.000187230627336312	0.110768908382312	0.186944491646511
0.06505629366965	0.000111852698212332	0.0406220143830725	0.0730856672214912	0.00361953689146394	0.4081929753173	0.000361747958652226	0.0113395248244597	0.397610387035698
0.0015688159372256	0.36457496166558	0.214374250653635	0.0640466123498944	0.0348796062797091	0.285035951216293	0.00423507688474312	0.0195578802633793	0.0117268447495403
