Name	C3L-00004	C3L-00010	C3L-00011
ABLIM3	1.3246088654136337	0.8439116014132999	0.0085235909200107
ABO	-0.0226493674036753	0.184140528384301	-0.2830101773595998
ABR	-0.0737112974500995		-0.1254398368179998
ABRACL	-0.0940674422352998	-0.2971620449743994	-0.1090230577802984
ABRAXAS1	0.1264304858758009	-0.0494509479418993	
ABRAXAS2	0.3891086860029027	0.2828846799156999	-0.165037704859099
ABT1	0.3745947796559968	0.1123818829917979	0.3375006560845967
ABTB1	-0.0226493674036753	-0.0410703959056602	0.0085235909200107
ABTB2	-0.6144548116572998	0.2603200851055015	-0.2096880285726002
ACAA1	-0.9702009528274012	-1.0936766936039	
ACAA2	-0.1079931314286994	-0.9892490307173	-0.7424143572748001
ACACB	-0.2648101704432975	-0.0410703959056602	-0.0348138936707976
ACAD11	0.3541957702447006	0.8928628579972013	0.8718790289223007
ACAD8	-0.9470636099100992	-1.6953007328621972	-0.7895483412992981
ACAD9	-0.3342491906168022	-0.9152803927717024	-0.2453703240632023
ACADL	-0.4791605661136024	-1.4090594524074014	-1.0431946223735018
ACADM	-0.800198082008599	-1.4465290476082018	-0.9519848133136009
ACADS	-0.0029404568851028	-0.9811949009525024	-0.5718234403178002
ACADSB	-1.0579574836233014	-1.5452208531190017	
ACADVL	-0.1287226976945988	-0.0678184398809982	-0.6165013290281003
ACAN	0.0804205900766028	-0.2860452218661003	-0.1518156071300004
ACAP1	0.4837295050789017		-0.2062102561558987
ACAP2	0.2860383784819013	0.1924230203063999	0.321175499107202
ACAP3	0.2824287578430998	0.1286059056435995	-0.1724481452392012
ACAT1		-1.6916538841149986	
ACAT2	0.4965074704710979	-0.141322000242603	-0.0488373894772031
ACBD3	0.1600949601153978	-0.0520641038320021	0.3659492915063005
ACBD4	-0.0533406061028003	0.5194693305152001	-0.1252912804476977
ACBD5	0.0195324139450008	0.2342401163499019	0.0125190976999008
ACBD6	0.4550834024113008	0.2643860482075019	0.432947414565401
ACBD7	-0.0226493674036753		0.0085235909200107
ACCS	-0.5659020120147992	-0.6284615813735996	0.0085235909200107
ACD	-0.0226493674036753	-0.0410703959056602	0.0085235909200107
ACE	-0.9755012408903028	-1.0332089694161013	-0.4309502522720016
ACE2	-0.1039565862525009	0.5051724233648008	-0.8684662379812025
ACHE	-0.0226493674036753	-0.0410703959056602	0.0085235909200107
ACIN1	0.319619774409599	-0.0407493430700007	0.3035501138867005
ACLY	1.5641521244004843	1.8269547009380271	0.8366607576531808
ACMSD	-0.1847152635247013	-1.2898747074832997	-0.9711717176945988
ACO1	-0.4087009559648003	-0.6500962602739017	
ACO2	-0.2618232873301984	-0.9754815279343988	-0.6233254629974994
ACOT1	-0.6321286446308001	-0.6862472326943027	-0.3921660605052999
ACOT11		-0.9995455650916014	
ACOT13	-0.5572020245570997	-0.9878355135144012	-0.4544461275361015
ACOT2	-1.2079139807471009	-1.101859161862702	-0.7536123904905025
ACOT4		-0.6458863152241001	-0.3764970097333026
ACOT7	-1.1529496928913971	-1.3695855339435994	-1.0576109980928976
ACOT8	-0.1875431645027027	-0.4438954586371011	0.1320590343535989
ACOT9		0.4021823092979171	0.6949799457136475
ACOX1	-0.1380229522062868	0.017668639916486	0.4275247573917181
ACOX2	-1.0287509536136987	-1.2689032857236988	-0.7479717972910009
ACOX3	-0.1489176748185983	-0.276956928089998	-0.1345503937991986
ACP1	0.6965782469924469	0.4891390141576053	0.7018173623764237
ACP2	-0.3920086160665973		0.0489190104641998
ACP5	-0.7334690008410014	-0.1545073799160015	0.7735679028108996
ACP6	-0.3672492837245009	-0.8551741250297021	-0.6824219755089017
ACPP	-0.9152834760355012	-1.0581155026546014	-0.9194896135315992
ACSF2	-1.5584733584068005	-2.1074658079377	-1.1283887152876986
ACSF3	-0.8976147118633016		-0.3536188755301026
ACSL1	0.3932393096103694	-0.1330738245042886	0.0707737519680942
ACSL3	-0.1090140641177015	-0.0431598617547024	0.332977382339898
ACSL4	-0.2095537312607013	-0.4415179162603024	-0.2723101129929012
ACSL5	-0.1007958211807995	0.608274333949403	0.2301028281410033
ACSM2A	-0.7270433780226995	-1.5875146704498988	-1.1135698104460978
ACSM2B	-0.2592568296265015	-1.5653317649574987	-0.9754806237253
ACSM3	-0.9530523158535013	-1.8585742764022013	-1.0190092621432996
ACSM4	-0.0226493674036753	-0.0410703959056602	-0.6829901163495008
ACSM5	-0.1362481736755008	-0.1352815268967013	-0.3965103530597992
ACSS1	-0.2166714550079014	-0.9715181451913004	
ACSS2	0.4171290900663003	-0.0563757790186016	-0.3261327125486986
ACSS3	-0.8759273168633008	-1.249551384470898	
ACTA1	-0.157742413305801	-0.0410703959056602	0.0206888558880997
ACTA2	-0.3658275660982006	-0.6344865512188987	-0.8430359246255001
ACTB	0.080342275086	0.1448180668663994	-0.0454840891964991
ACTBL2	-0.2022874058883985	0.0171625982498006	-0.050681308913198
ACTG1	0.0137441838577991	0.0783841823595992	0.1419119930483994
ACTL6A	0.1055846958600987	0.1521143846356984	0.2599757434075976
ACTL8	-0.0226493674036753	-0.0410703959056602	
ACTN1	0.8288015831812509	0.5338058760218775	-0.6530966729062015
ACTN2	-0.393236863766699	0.078336226887199	
ACTN4	0.2918489324672892	0.2148955687503485	0.3529133117665751
ACTR10	0.2453254204626987	0.2052223390352985	0.0473813551001995
ACTR1A	0.2068558539047983	0.190264575796899	0.0291704588204985
ACTR1B	0.310478756298	0.0934957814977012	-0.1532339168682988
ACTR3	0.2382861665192983	0.0475095720051968	0.1576484310521984
ACTR3B	-0.5688965279918001		-0.4631839917294975
ACTR5	0.0755702589813011		-0.0012547338087003
ACTR6	-0.0948863180149999	0.2669148616231993	-0.0940689719097989
ACTR8	0.1983631171728995	0.0314300687324973	0.024478768267297
ACTRT1	-0.0226493674036753	-0.0410703959056602	0.0085235909200107
ACVR1	0.5734443963232998		0.089905539905299
ACVR1B	-0.0226493674036753	-0.0410703959056602	-0.1045390765477983
ACVR1C	-0.0226493674036753	-0.4738042466618992	0.0085235909200107
ACY1		-1.1689142493042564	-0.2418242336965124
ACY3	-0.6399874271422981	-0.3566489500457983	-0.7184747245891998
ACYP1	0.1730665106843006		
ACYP2	-0.3278389722553001	-0.1932228095727026	
ADA	0.5353017868997973	0.2961820329582992	0.459928622791999
ADA2		0.1841738686699017	-0.2167462603174997
ADAL	0.2630856643137988	-0.0060893551929019	0.0166120849908004
ADAM10		-0.4250047239169987	-0.2222514518677983
ADAM15	-0.0226493674036753	-0.0410703959056602	0.0085235909200107
ADAM17	0.0557030650603992		0.4398164861854
ADAM22	-0.0226493674036753	-0.0410703959056602	0.0085235909200107
ADAM28	-0.0226493674036753	-0.0410703959056602	0.0085235909200107
ADAM8		-0.0410703959056602	0.0085235909200107
ADAM9	0.2540490453046012	0.615133953706799	0.1662781198396992
ADAMDEC1	-0.0226493674036753	-0.1716909399667017	0.0085235909200107
ADAMTS1	-0.0226493674036753	-0.0410703959056602	-0.135351278671802
ADAMTS13	-0.0226493674036753		
ADAMTS15			0.0085235909200107
ADAMTS2	-0.0226493674036753	-0.0410703959056602	0.3290415044353025
ADAMTS4	-0.0226493674036753	-0.0410703959056602	0.0085235909200107
ADAMTS5	-0.269001340015599	-0.0410703959056602	0.0085235909200107
ADAMTS7	-0.0226493674036753	-0.0410703959056602	0.9566710635346
ADAMTSL1	-0.9249708126693966	-0.0410703959056602	-0.5485469072235993
ADAMTSL2	-0.8301303037125969	-0.658967235378597	-0.5390952829129
ADAMTSL3	-0.142371417783	-0.1559906612333002	0.0085235909200107
ADAMTSL4	-0.6083519922415981	-0.5520972501233993	0.0643476161723022
ADAMTSL5	-0.6221420012649012	-0.6252650966493007	-0.848578385272102
ADAP1		-0.1252648279492021	-0.4590038353917016
ADAP2	0.0300644719842005	0.198961102030502	-0.0412639830891983
ADAR		0.95745621596098	0.804739447653668
ADARB1		-0.0410703959056602	0.0085235909200107
ADAT1	-0.3989109248894991	-0.0410703959056602	0.3948311343489017
ADAT2	0.3404878439672991	-0.0410703959056602	0.0085235909200107
ADAT3	-0.0226493674036753		0.2489024434634999
ADCK1		-0.685738342193499	-0.3357755626759981
ADCK2	-0.0226493674036753	0.1043986880117984	0.0085235909200107
ADCK5	-0.3617710466506985	-0.0806038378704982	-0.1797149512509008
ADCY3		-0.0410703959056602	0.0085235909200107
ADCY5	0.4646655740909012	-0.0410703959056602	0.0085235909200107
ADCY6		-0.1279170614484997	0.0364993403826972
ADCY9	-0.3426775906109008	0.0488183274872006	-0.3079249778194003
ADD1	0.5097229497575281	-0.0421271904700486	0.2541496479205412
ADD2	-0.6500258576896023	-0.2385408059576015	-0.2935175476211
ADD3	0.5309829073000389	0.1727715959200229	0.0229860258240186
ADGRA2	-0.1564259342049006	-0.0410703959056602	
ADGRE2	-0.0226493674036753	-0.0410703959056602	
ADGRE5	0.0102189004484004	-0.1053610733808022	-0.0327638427445009
ADGRF1	-1.1348946108095	-0.4052812912605006	-0.6066671667140006
ADGRF5	-0.1456785106614972	0.2678135292742993	-0.1371822363361979
ADGRG1		-0.4037759088280027	-0.0453039197142999
ADGRG5		-0.0410703959056602	0.0085235909200107
ADGRG6	0.5340369606747011	-0.0410703959056602	0.0085235909200107
ADGRL1	-0.0226493674036753	-0.0410703959056602	0.0085235909200107
ADGRL2	-0.1872999668366012		0.4166221297851997
ADGRL4	0.0734710592721015	0.584406616720802	0.0107252182792016
ADGRV1	-1.1868031778443004	-0.0410703959056602	-0.7799721953699006
ADH1A	-0.765090681773902	-0.9642653384740996	
ADH1B	-1.1015448785685005	-1.3510306377154002	-1.1231737015922008
ADH1C	-1.4852951067793008	-2.331524053444703	-0.8694365814372028
ADH4	0.7370367418341992	0.2018755026980975	0.0085235909200107
ADH5		-0.2241280671225993	-0.3239460249195005
ADH6	-1.2323406461779989	-1.9300554297652008	-1.2185437125941974
ADHFE1	-1.1371875168503998	-1.063451368471	-0.8194094286312003
ADI1	0.1365996850115998	-0.4758173624142011	0.0135510968845978
ADIPOQ	0.395464184184	0.863499475179502	0.0153385744794008
ADIPOR1	-0.0226493674036753	-0.0410703959056602	-0.1268769265233978
ADIPOR2	-0.0226493674036753	-0.0410703959056602	0.0085235909200107
ADIRF	0.8012191384617999	1.0550197609148988	-0.8770096969696013
ADK		-0.1133386116623001	-0.1117579512853978
ADM	0.6398702604722999	-0.0410703959056602	0.0085235909200107
ADNP	0.1282384655558034	-0.0527534263347995	0.1973350847502999
ADNP2	-0.0226493674036753	0.0585810879003005	0.0085235909200107
ADO	0.2667009388438011	-0.0705606787225008	0.1117313122037017
ADPGK	0.1617793454147005	0.2991919893955988	
ADPRH	0.4036814493100991	0.2324091669976979	0.306845410927199
ADPRHL2	0.5497804411071989	0.1205889217526987	-0.0016451169713001
ADPRM		-0.0410703959056602	
ADRA2A	-0.0226493674036753	-0.0410703959056602	-0.2723297833154988
ADRM1	0.4371431897155986		0.2222827511472012
ADSL	0.3158310726654995	-0.0767348939846001	0.2773847540907007
ADSS	0.0054143894483971	0.1101700139847991	0.2289707756770981
ADSSL1	0.784497644602901	0.5207765172415009	0.0734679998253006
AEBP1	-0.5629175410158992		-0.4508321747368988
AEBP2	-0.0226493674036753		0.0085235909200107
AES	-0.0627668246262019		-0.0655486519566999
AFAP1	-0.2187652216756995	0.3803966243919987	-0.0206032449568987
AFAP1L1	-0.1577437800283014	0.5364862851848997	0.1406476695885992
AFAP1L2	0.5688285342316572	-0.0410703959056602	0.0085235909200107
AFDN	-0.0061844713607008	0.3393141405404982	0.7855804386205101
AFF1		0.4948799072330984	0.2096522730946972
AFF4	0.2494776642140017		0.0678286863302019
AFG1L	-0.1469629594264994	-1.0854169211783995	-0.6378749212440978
AFG3L2	-0.0287016367428982	-0.8639622303329979	-0.445485342133999
AFM	-0.5197867581896994	1.5126641358604012	-0.4117860368495982
AFMID	-0.4300742271705005	-1.0477146161447024	-0.7090752015228006
AFTPH	0.2878133956143998	0.1401448417121997	-0.3055205197234016
AGA	-0.1429731196694988	-0.5214498918833002	-0.2967424793746004
AGAP1	0.0917508678568985	0.4635072615729002	0.0609644075654998
AGAP2	-0.0226493674036753	-0.0410703959056602	0.0085235909200107
AGAP3	-0.0077727746076021	-0.0736321499323011	0.1675656001277979
AGFG1		-0.0685540365886013	0.1261075922226986
AGFG2		0.0469476642239001	-0.3087932491766985
AGGF1	-0.0226493674036753	-0.258220611530401	0.0085235909200107
AGK	-0.3787433717401	-0.2557648432689988	-0.200146563325898
AGL	0.6680511573322008	0.4461774302746981	0.0697524694835003
AGMAT	-1.0175380078103018	-1.802781402958601	-0.9713699127676988
AGO1	0.2746337866410008	0.2476604492540026	-0.1347650533747995
AGO2	-0.0239339221807987	0.2144185446430988	0.0501664751466997
AGO3	-0.0553437460340014	-0.0865768518940015	0.1654382243062001
AGPAT1	0.0487282317445015	0.0636097425346022	0.0879402713646016
AGPAT2	-0.4803006671692991	0.1759189952585984	0.0503267103605012
AGPAT3		-0.6058055421491028	-0.3790544544232012
AGPAT4	-0.0226493674036753	-0.0410703959056602	0.4979349568207994
AGPAT5	0.0038855395234022	-0.1945545625648996	
AGPS	0.2215893017443022	0.1424497573798006	
AGR2	-1.032270540560102	-0.9815021316648008	-0.7802310615850025
AGR3	-0.1912021092438997	-0.0410703959056602	
AGRN		0.6751814036949	-0.2290946422007991
AGT	-0.5488043962095013	0.9727624559548004	-0.1763537334717994
AGTPBP1	0.3939219295812002	0.4320816955465005	0.0085235909200107
AGTR1	0.4258371562728023	-0.0410703959056602	
AGTRAP		-0.0410703959056602	
AGXT	-1.0484820993189992	-1.795192553918401	-0.8095666772405004
AGXT2	-0.2199243851488006		-0.9299029066552008
AHCTF1	0.1498490462912975	-0.0742826176656024	0.262455732792798
AHCY	-0.0923958414554987		
AHCYL1	0.2253825506317994	0.1562956901580995	-0.0302323048439987
AHCYL2	0.2842388536570009	0.4944177198480571	0.3405818314996796
AHDC1		0.3525382580120001	-0.0180657545786999
AHNAK	0.3742569770355005	0.3034234932030983	-0.1509467835061002
AHNAK2	-0.9657271885428004	-0.1673770111686998	-0.2248496126982004
AHR	1.0715057080483987	0.2776306442946996	-0.1460831259618018
AHSA1	-0.0642506964632012	-0.4466022380963004	-0.0011792300084998
AHSG		1.1849104374126007	0.3504292870090607
AHSP	-0.7367751344147031	0.0866034182398998	-0.5700456711916003
AIDA	0.2635797819537018	0.3277020567613	0.2497508574015014
AIF1	0.6532292031002989	0.2193155877245979	0.113172425546999
AIF1L	-0.5672935943393006	-0.9105315882947024	-1.0928234955925014
AIFM1	-0.5706210270775998	-1.2883064056555007	-0.7942885455296995
AIFM2	0.1645216751039982	1.0334133958095997	0.1538822757104974
AIG1	0.2924933990888014	0.6338736067866009	-0.1535907994183993
AIMP1	0.1052958277664011	-0.0063221672331011	0.1811714407988986
AIMP2	0.1178396662885995	0.0827308128174983	0.2100195526377994
AIP	0.4352472980254021		-0.0097356802406984
AJAP1	-0.0226493674036753	-0.3688163061004986	0.0085235909200107
AJUBA	-0.0226493674036753	0.1331160448882009	0.0085235909200107
AK1	-0.552241245726698	-0.3412969744501986	-0.4170320481409
AK2	-0.1447676896314007	-0.8215013676106011	-0.5914861117527012
AK3	-1.0133437276049015	-1.2573467820717	-0.5226477843885
AK4	-0.5290260100135988	-1.5189601863892008	-0.4618633962498002
AK5	-0.0226493674036753	-0.0410703959056602	0.0085235909200107
AK6	0.3168677690179003		0.3360139747633007
AK7	-0.0226493674036753	-0.0410703959056602	-1.0994714047652003
AK9	-0.0226493674036753	-0.0410703959056602	-1.0161251428625988
AKAP1	-0.2639455612437978	0.0517183280840996	-0.0361717307849005
AKAP10	0.0106443498872011	0.2544115113675005	-0.1830808928331997
AKAP11	0.0629778796917008	-0.0388106487644002	0.3036442107432009
AKAP12	0.404549354891298	1.2697329976987	-0.4093551590217003
AKAP13	0.4039028507925018	0.3722301821008003	0.2195043568660005
AKAP17A	-0.1559256440926972	-0.1516058540577987	-0.2424685143320992
AKAP5		-0.0410703959056602	0.0085235909200107
AKAP7	-0.0233397801645977	-0.0069770472426995	
AKAP8	0.1016733010852987	0.2524546075467987	0.3428140870421998
AKAP8L	-0.0037476889953005	0.0371970254329988	0.2276465478154996
AKAP9	-0.0226493674036753	0.1881211113953008	-0.1322420760553981
AKNA		1.9080084527813987	0.0085235909200107
AKR1A1	-0.1940489868309996	-0.3023760769428988	-0.6288484266266998
AKR1B1	-0.5557377702427005	1.9413742702353003	
AKR1B10	-2.447555473221797		-1.0530737704423991
AKR1B15	-0.5690770095527995		-0.125626506668599
AKR1C1	0.2599575788284979	0.3099460467604977	-0.0110431752801005
AKR1C2	0.6802514799467012	-0.4948893922103003	-0.6929068723473008
AKR1C3	0.4349953123142001	-0.3418874583510991	0.3091987736830006
AKR1C4	-0.4304381801045984	0.2659393759567017	0.2850022113319994
AKR7A2	0.0915095929633977		
AKR7A3	-0.9410789491247016	-0.9601324052645026	-0.4916015530558013
AKR7L	-0.5829578356425031	-0.5517914850074029	-0.3636377152771003
AKT1	0.0967795470416987	0.0689007646214996	0.0334728090491012
AKT2	0.2283291399974026	0.2231606448610001	-0.0034445724734979
AKT3	0.0972895947776991	0.2673195640442998	
AKTIP	0.0977172305092999	0.1349543570893985	-0.1523364358849015
ALAD	0.3925407652617745	-0.550267435139702	
ALAS1	-0.2282178508971988	-0.5008048031464014	0.0074006019425993
ALB	-0.5693478934330968	1.3352284406073025	-0.4080465084512
ALCAM	-0.3984968668303992	-0.0641109801461006	-0.4729587348734015
ALDH16A1	0.1475798347976002	0.0991718987761984	-0.0729040927684003
ALDH18A1	0.7055410649813987	0.0101441452069393	1.0288813106257255
ALDH1A1	0.8369370968101002	-0.2108338104448996	-0.568192811518699
ALDH1A2	-1.3273713109408014	-0.9522000662941998	-0.6371992770699002
ALDH1A3	-0.7106402995686985	-1.1032759904818974	0.0987592439270023
ALDH1B1	-1.0528178062970035	-1.279280768186002	-0.7579020893215009
ALDH1L1	0.1949260331442986	-0.5668105362085994	-0.9595336262164018
ALDH1L2	-0.8626164182405026	-0.6838544471401029	0.8247379191731986
ALDH2	-0.7575680112454002	-1.2420988551291998	-0.9296585275253016
ALDH3A1	-0.0775204983325999		0.0085235909200107
ALDH3A2	-0.3227562833408015		-0.5122395536357017
ALDH3B1		-0.0669676817005999	-0.1103714599997012
ALDH5A1	-0.6306832931506997	-1.5356744754593985	-0.8366839312884977
ALDH6A1	-1.3730974824228994	-1.774110796030801	-0.994250367883101
ALDH8A1	0.0101410896700003	-0.655183961582498	-0.9159349569610988
ALDH9A1	0.0252734598177966	-0.5947337875874013	-0.3488980585137006
ALDOA	-0.0226493674036753	-0.0410703959056602	0.0085235909200107
ALDOB	-1.6487738979087003	-1.9925079405131	-1.1382780047182983
ALDOC	0.5997639002096982		0.4945968264336997
ALG1	0.0057346673984	0.0543630262221021	0.4292051474762993
ALG10B	-0.0226493674036753	-0.0410703959056602	0.0085235909200107
ALG11	-0.1984106040715013	0.0515524214061997	-0.3227697091837988
ALG12	-0.3328873971337991	0.7474504079048002	0.2107085970454001
ALG13	0.1354272792636983	0.0547735709247981	-0.0891745335486007
ALG14		-0.0117918683422999	-0.079958432091999
ALG2	0.0071623972387974	0.0379492952109999	-0.0183757280502021
ALG3	-0.0003006179786986	0.0773869960129011	0.4970055859926993
ALG5	-0.1973201600099016	0.1163419340388998	0.0545027979078014
ALG6	-0.0143111798660023	0.1532158243451	0.4629782401569998
ALG8	-0.1114001989981012	-0.1450367345189001	0.3753038693468973
ALG9	-0.3126199883920008	-0.0224811288258024	0.4837538640965989
ALKAL2	-0.0226493674036753	-0.0410703959056602	0.0085235909200107
ALKBH1	-0.2767873401631995	-0.0410703959056602	-0.1693134719075004
ALKBH2	0.0532559117752989	-0.0410703959056602	0.0852248024791003
ALKBH3	-0.0821360645587993	0.1320435838662987	0.1105705250125979
ALKBH4	0.0536397030613003	0.0783917549580976	0.042550576842899
ALKBH5	0.3105462210816014	0.1028460615212019	0.1219780751457016
ALKBH6	-0.0226493674036753	0.0967856169297007	0.0085235909200107
ALKBH7	-0.4237712733113027		-0.4191795211295002
ALKBH8		0.236710706727699	0.3341279594034994
ALMS1	-0.0226493674036753	0.2759816022387973	0.0085235909200107
ALOX15B	-0.0226493674036753	-0.0410703959056602	0.0085235909200107
ALOX5	0.5899039846815981	1.095903423230098	
ALOX5AP	-0.0640867109430978	0.5839194602585992	-0.3295727558004984
ALPI	-0.0226493674036753	0.0822580109545009	-0.4957647800420979
ALPK1	0.5147292739272977	-0.0410703959056602	0.0085235909200107
ALPK2	0.9005638677980982		0.0085235909200107
ALPL	-0.0596508936736022	0.1477529773477996	0.6445862615831998
ALS2	0.0680801470645989	0.1453896111195973	0.0200724277238996
ALS2CL	-0.0226493674036753	-0.0410703959056602	0.0085235909200107
ALYREF	0.2780061228013011	-0.0474395295660982	0.2837046028895997
AMACR	-0.8916526141908001	-1.066035740422901	-0.7188669109354002
AMBP	-0.8869061988067024	0.4879796011826975	-0.313784735466001
AMBRA1	0.2869283417593031	-0.0410703959056602	0.0085235909200107
AMD1	-0.0226493674036753	-0.0410703959056602	0.5850244230704007
AMDHD1	0.4347775616088008	-0.9421044602182996	-0.7690369903089014
AMDHD2	1.1187825137024972	0.7029865865060998	0.009859829555701
AMER1	-0.0226493674036753	-0.0410703959056602	0.0085235909200107
AMFR	-0.3407429694526981	-0.3235742381459978	
AMIGO2	-0.0226493674036753	0.3271964079111988	0.0085235909200107
AMMECR1L	-0.0226493674036753	-0.0410703959056602	0.0085235909200107
AMN	-0.4951877288401007	-0.3780139465186031	-0.6279594682199026
AMN1	-0.0226493674036753	-0.0410703959056602	0.1968193335842016
AMOT		-0.4392437463697013	-0.2285893534025014
AMOTL1		0.2752395446092989	0.1303695892191996
AMOTL2	0.0720954211785026	0.1420662506799033	0.3314313759906007
AMPD2	0.7665412754114982	0.7378262351763993	0.3291354349976992
AMPD3	0.2112253029004022	0.1439677188080992	0.2724812370568016
AMPH	-0.0226493674036753	-0.5705017638921994	0.1161903679067002
AMT	-1.0969742303415977	-1.663175852052298	
AMY2A	-0.0226493674036753	-0.0410703959056602	0.0085235909200107
AMZ2	0.2053134041431015	0.0380374057648999	0.254747756535103
ANAPC1	0.1772143725561009	0.1248237823759019	0.1732256181711023
ANAPC10		0.7197300940055024	0.2838620689409019
ANAPC11	-0.1349284330199011	-0.0410703959056602	0.0214477000762975
ANAPC13	0.6095754908312009	0.556526762549403	0.005381554516301
ANAPC15	-0.0226493674036753	-0.0410703959056602	0.1024854810139998
ANAPC16	0.2504846945777998	0.1261421594752007	0.3035275512535981
ANAPC2	0.1105754584071973	0.3877445326957982	0.1547756591295979
ANAPC4	0.1687332907269017	0.257852693149399	0.1236746450762993
ANAPC5	0.0043527077792014	0.3062416300641004	
ANAPC7		0.0574871200234986	0.2721880140116007
ANG			-0.3045305278224006
ANGEL1	-0.0226493674036753	-0.0410703959056602	-0.0220826478592996
ANGEL2		-0.331636329184601	0.0681084451398987
