genes	B.cells	T4.cells	T8.cells	DC	Basophil	Eosinophil	Neutrophil	MO	NK
AASDHPPT	0.5114533152114442	0.27669061584881766	0.40688439805821214	0.4349134574990787	0.05373511490939407	0.12770598728772609	0.6614870045685098	0.2769319737474092	0.3254549787373597
AASS	0.710514368538684	0.6394252713552384	0.8021734760247956	0.5426052100930219	0.1419073619606034	0.29454953393461747	0.5583340093342104	0.44914208648623266	0.18243857288355192
AATF	0.41461451956301193	0.34811069596652683	0.38472322477933235	0.13283875561080177	0.10291876806262792	0.15957756907338044	1.009513410073254	0.2599646637094701	0.34930547707987414
AATK	2.6465263671642587	0.8125844476185581	0.788605657946727	0.7638756561657651	0.5310489344040102	0.6387648876116166	0.6215367583543657	1.073908342490806	0.813592147009302
ABAT	1.0083842390145337	0.6004873917643885	0.47468993769472084	0.20386788221178853	0.164473680846706	0.201131017027516	0.11496040659352257	0.2658152869585776	0.534418854294623
ABCA1	0.8310250911121444	0.8023892757650235	0.6300239134022926	0.3048621506667643	0.49813489849013665	0.6973540294085818	0.3281985495846585	1.3736884844108523	0.5646968172313288
ABCA13	0.627975561619834	0.5747299030838258	0.39327830949554315	0.746605902547833	0.6185479057991461	0.40086534568786236	0.08144344560009606	0.35692153740616184	1.0996796858219622
ABCA7	0.07885397586462033	0.8384569563724417	0.6476966951569706	1.2730017984312476	1.220576910857617	0.8836287671827195	1.0701687843093663	2.2195078532532353	1.3666655837277686
ABCB1	0.9223770425143323	0.37882263390755105	1.0283660408896371	0.15959686649838936	0.18205667949204327	0.3035355934754554	0.4527040924536538	0.22122635221770637	0.8684586288410524
ABCB10	0.4877243583357787	0.5675885029745181	0.259561075014513	0.333644312980443	0.19966896610035484	0.31571262310992404	0.3221379242383233	1.0910592148683989	1.1710680533247868
ABCB6	0.7372492906270431	0.7960082602707388	0.7773241383072018	0.705086099062581	0.30341742199782085	0.20965318288711685	1.6312462579823819	0.6551469128597769	0.7454958765885084
ABCB7	0.7248353933286507	0.28412672650965387	0.26069776594024896	0.1910758210021046	0.10047400029382768	0.2330945820551321	0.15288227304660953	0.43234474573696596	0.43545623608790973
ABCB8	0.730096277018706	0.6787137953138264	0.31824125706399875	0.46448927475125523	0.18064409495384345	0.820440659252372	0.6874462149697043	0.5339777447245091	0.3043986499336269
ABCC1	0.24147383334514907	0.3838309282464547	0.35330719297821744	0.26234677481288066	1.4078228939562278	0.9642920376035693	0.3043306422943308	0.44975091013877827	0.6121479210215193
ABCC10	0.5120330981588938	0.8423909226374151	0.7443827775482617	0.4639175556169056	0.8000563537746096	0.34905342472286716	0.12414116197224045	0.6047414145878998	0.6286046329632288
ABCC3	2.801010188912572	0.5248022069268855	0.48028972841710654	0.4904931376889879	0.6358514302520006	0.29817854352790557	0.4573328800560304	1.8675881695262309	0.9343466829237372
ABCC4	0.41018597920730376	0.8344480402563227	0.5739471033464227	0.5951798606632793	0.39844633365936283	0.10781849336307592	0.46870269019289623	0.7583315487958896	0.7447462995646655
ABCC5	1.607028964060405	0.8034745240828748	0.732561320905919	0.3800996996991252	1.2480904741096548	1.4094234430813581	1.320806449210105	0.6096481350813105	2.0775653857493084
ABCD1	0.5270719561555078	0.2911283220667294	0.3093995847210716	0.7676431522112489	0.16898058974511285	0.7799118223770288	0.2491968837884676	0.9684426978895141	0.33157724373281555
ABCD2	1.742352318885268	0.3125510358137163	0.40999337636249045	0.40673070468934247	0.4388963700101936	0.8756069513852163	0.5534108808549248	0.5003121643810378	0.17909706117473495
ABCD3	0.3771887835425937	0.3113156474974382	0.2873477363987923	0.2620517789217673	0.1939119451017705	0.19677893678687158	0.15979806429521148	0.4990458226521919	0.2790002202896058
ABCD4	0.8853516518621221	0.294119402287901	0.7351113224019025	0.7624356277330488	1.7660747891446427	1.240106565019352	2.8597733895022674	1.033047217406199	1.253224304943123
ABCE1	0.2577856138316464	0.21296160356541138	0.41913679476097804	0.12904902872197102	0.05497375564642349	0.04459309688985116	0.05648507542349205	0.08989323462087187	0.17354990512144136
ABCF1	0.41358319314508907	0.5197164531105095	0.5751724643878663	0.16034649451380978	0.09999918150407187	0.04376637203562393	0.09876018343963545	0.10706126765695727	0.28991925970303584
ABCF2	0.3282313074956478	0.29674218856363416	0.31871229684679486	0.26047453102575563	0.09459928957100422	0.07617128203051038	0.10848963455520672	0.31403392974222866	0.21026762554104006
ABCF3	0.21921784624180374	0.4360613287508633	0.806622209500546	0.1866914597285566	0.1550715051820867	0.0957965555329434	0.1615344527671549	0.37693604174457995	0.2810749631202435
ABHD10	4.96398003991929	0.6296674098466236	0.377890798618333	0.3788069547008618	0.513617413495154	0.4197592452938514	0.017276259641142003	0.6551985945429877	0.3904744188263136
ABHD11	0.4127699833855802	0.4489203876639819	0.2818647337146908	0.15775294032574708	0.21086010761311602	0.14217964583052856	0.02599377163140487	0.6284503652111683	0.17769014469145747
ABHD12	0.28389771360502813	0.20917903590886686	0.1708473992735729	0.25249221044640524	0.26631709968409967	0.38690593499316767	0.12049882519226773	0.465421861915293	0.4928799432836111
ABHD13	0.43807276738967404	0.6003704336388913	0.6904134276034297	0.5910980144141177	0.027315049812828722	0.6711224208838714	0.6587051442380003	0.8491219573565079	0.5766357565992476
ABHD14A-ACY1	0.6224862576333758	0.48757282481821507	0.43522700215010907	0.49741963488132074	0.22058767388467398	0.10634775910081391	0.22276854349409883	0.5514634187656593	0.7209383440732894
ABHD14B	0.6675344153394664	0.4192747993856777	0.6955748228804922	0.36161245924952656	0.4174433537587856	0.2473190847204853	0.03582785402749811	0.22924360236081692	0.41057209640480036
ABHD15	0.69545463461413	0.5513233230195861	1.2162003242894668	1.369729864681435	0.5828052054914882	0.3435305073876226	0.44473808624841604	0.5311348578710057	1.4761490497475245
ABHD16A	0.3550317769218875	0.3340765819161427	0.1725064344980067	0.14260955185368349	0.19621730669391152	0.9826132741171416	0.5507861865821501	0.7356906463116867	0.40525036742814613
ABHD17A	1.010864273364343	0.31343655277053284	0.49783103944493395	0.3224622794599412	0.2642995222658776	0.2919854611110036	0.3826331937061535	0.2560594257689069	1.0052701991422264
ABHD17B	0.5461839192210116	0.29365035913401233	0.2169470557815892	0.22151836643673858	0.11105541903092397	0.5832639114078111	0.1399560392297293	0.45739887263517554	0.20521986260238764
ABHD3	0.3523196859333048	0.4845357879866784	0.6532878117338659	0.3655008540472292	5.030407386655543	0.4613502644333112	0.6454947701321964	1.8683347544249116	10.405821460652978
ABHD4	0.6806693963648798	1.2094404362498599	0.5154336584728486	0.6854474941521536	8.137315661943035	0.45522870226515044	0.5651221168876519	1.0645966133446543	0.5692730357568218
ABHD5	0.5318434999529981	0.2917562919817029	0.2199669225696364	0.3679372072767016	2.1106157927109344	0.21706098907961716	0.5977607248023521	0.6215825694009216	0.21897222425047055
ABHD6	0.5638388527264889	0.3015986228713964	0.2771117051868399	1.8479194166547677	0.25519237853157706	0.5584242479223392	0.17519636264193597	2.0996430198265292	0.4543633874365219
ABI1	0.5515501062087356	0.22228455728116464	0.14936529455411296	1.1324667909556605	0.22952836296864523	0.8301273088706044	1.0694091127709409	0.6644803131137311	0.42693531597146067
ABI2	1.4016398877167884	0.5863547301580007	0.6167852182991453	3.5976074154934237	0.580017408988242	0.18779578626346696	0.23195938261479918	0.42677985265845625	1.3448548129333242
ABI3	0.5428550356304541	0.22832796885036133	0.2261884508372935	0.8131605669312336	0.12470913221676118	0.09980584705782519	0.7459843519837172	0.5947804531084441	0.6461619099299802
ABITRAM	0.3380810175240633	0.7030696579918447	0.7152326860000318	0.8002766846364029	0.5263968523446857	0.24084553086672741	0.2980469358313764	0.8001240280276445	1.2297095470406203
ABL1	0.552529642033745	0.4248028842349942	0.31147482870220433	0.3617864768354121	0.28603932864135095	1.6277931510117483	0.6292847112541476	0.6272500098341828	0.23543239557776174
ABL2	1.2056744235105965	0.5980134851556231	0.6723324739116677	0.6100961236059717	0.7768019309804851	0.21088618602698614	1.9642072311472478	1.3401629589544755	1.7675647919227118
ABLIM1	0.4017081036516678	0.9143124200255642	1.4231697346678978	0.09003124853354615	0.3564448348595244	0.24639059206766986	0.23272712186565633	0.15692111270458245	0.22323829293939404
ABLIM3	0.9607870081020483	1.6919443303674284	1.96124404154623	0.4158943519968728	2.212272777485886	1.4312197651308909	0.6845203908515107	0.649802644401738	0.6588219029389769
ABR	0.21725874433969267	0.4215486903064351	0.578664557646269	0.925721126091305	0.17549914533564206	0.48366388191820914	0.10050526907831767	0.5406126795498458	0.3219433706272615
ABRACL	0.5595548376092777	0.576418768391209	0.5073242390790533	0.28048490423280875	0.24859587937971578	0.44591226838692655	0.12227412894577473	0.34744025351856833	0.5509498558288981
ABRAXAS1	0.8678597801745122	0.3389548293420822	0.2826699656107578	0.21933740992313816	0.20418241367970213	1.621686202304339	0.6712785520178015	0.1544943689305369	0.25905979308566496
ABRAXAS2	0.6775611563098308	0.2733517355028609	0.28049559118450373	0.18276618511859588	0.1752754589367671	0.3267789143968667	0.5121470966863678	0.21761330305610166	0.144994135789065
ABT1	0.6083415626254801	0.3422668290982924	0.29526144807071014	0.23825526320149243	0.32257674996181507	0.233988054360168	0.6413050174117635	0.9120318242928177	0.30224898553766427
ABTB1	0.5989252692191913	0.7951854136323775	0.766628340416737	0.6315583205760974	0.6307277418062736	0.500707762520471	0.31193387784838245	1.026082401432098	2.044255167603146
ABTB2	0.34440731392407453	3.558562115998808	0.9959094279558239	0.24212504999496368	0.24893706962413487	0.9638027682798186	1.152639185126458	0.3928180188427789	0.6116274119275681
ACAA1	0.4633681154735198	0.22624668791755115	0.14999413125713423	0.7710030868282082	0.18590293708036354	0.254173582466257	0.08311126178345345	0.6446264775283	0.23047750366660838
ACAA2	0.3211969661166279	0.4313323253646766	0.5173431373618004	0.39674796792996575	0.1722369714775664	0.7040546764495028	0.18022632141069275	2.252646244236866	0.7445274911084301
ACACA	1.13383584464079	0.6383494722471972	0.40989088660050516	0.6610998066538455	2.2165599614125377	0.13550396812233617	0.07207249576746869	0.47380908318323606	0.8421104062870917
ACAD10	0.5339935744617996	0.4772913886426616	0.4006226829335015	0.5650463005871204	0.31367646007090116	0.5492484657582275	0.34104063351923386	0.4383908577763576	0.260406271338604
ACAD8	0.6120526145306429	0.19969501281416963	0.35890114981507754	0.348594980909086	0.15821213693955333	0.2127807899454519	0.311738362345234	0.38587446354659294	0.2608317637447518
ACAD9	0.6342961684919333	0.4123174905591023	0.2755465458948913	0.3483881376846173	0.12263909013332593	0.125148144008928	0.2980048092416672	0.9010468356354664	0.2673080841672457
ACADM	2.438609559526644	0.4790655654944952	1.02386722854813	0.4973281161590685	0.43119384185183884	0.27956924303514435	0.12723924858081656	0.29337358333280367	0.3181051457816932
ACADS	0.3435634832706565	0.259985216071184	0.4072341411340507	0.21416629720046942	0.04718615157557166	0.03855670019969213	0.07096177116736956	0.149546778047081	0.40128901026205205
ACADSB	0.5148151020112499	0.2913029975734349	0.29706939093089596	0.180501033153125	0.03631074184018123	0.15992828310490445	0.09163645287564971	0.09020860345926884	0.18387985285481878
ACADVL	0.16701651074554158	0.2516088723071194	0.34077928939290647	0.5491770465131925	0.09503719952371634	0.2555695085468786	0.20974798761071173	1.2256972798739099	0.34039045257968414
ACAP1	0.35126483383274193	0.2869570944156167	0.3426530322006505	0.09176975332502257	0.06779497283153264	0.18205623974725005	0.06365409223484951	0.09734347505190974	0.16675540772725286
ACAP2	0.5099315394846794	0.25562584178117487	0.39103171108505963	0.20164797578782173	0.20762800089394448	0.2023425632689139	0.33115167084659347	0.4811737567989951	0.2399745196830695
ACAT1	0.6027819983658018	0.7015912246168816	0.9845364103817134	0.29894820553201773	0.15542002112454728	0.2659484514695812	3.8849607421336954	0.6840119632746381	0.6043750171678874
ACAT2	0.35182915030030276	0.2381787604843832	0.1895254071033384	0.17247917942279056	0.08617756193169449	0.1968503400816322	0.10453756844291187	0.12707612341267965	0.24931777220217888
ACBD3	1.2003088367662076	0.31009253969737716	0.32733775204873844	0.44199853022982677	0.17062080355441947	0.06153753477018128	0.25196012195160844	0.9666427257104665	0.2825601989233816
ACBD4	0.9292005243578796	0.7175004967839034	0.6346853921481856	0.9152190250348999	0.6563114875552792	0.4208454723978993	2.624209271547011	0.2872652809033059	0.4958677469429939
ACBD5	0.31003345005142136	0.435746722505703	0.4713450486515546	0.29041750373021663	0.21326840349569628	0.5305627255542547	0.16657776704604252	0.30112020619935603	0.4212478884421449
ACBD6	0.48296031856650407	0.5538544763183121	0.3234888918951013	0.20553633002286628	0.20069916155635656	1.5821575539352324	0.10446286736909854	0.5098837983457674	0.6758198095641588
ACD	1.100067286957029	0.4787524038600388	0.3926713389656342	0.16267194217534445	0.1325149037922325	0.2788072950437128	0.2400802863245204	0.3132899874039821	0.6267126592836394
ACE	1.0032949227850045	1.1019710458540197	2.355384329698781	0.22277762296730685	0.13297579216364522	0.7255111442085901	0.8140165120139413	0.945099413830922	0.24880954941543934
ACER3	0.6943036869725523	0.8622852488568377	0.3429597259324584	1.640204527136892	0.16252227595285162	0.694988932587303	0.6609155682909327	3.2001105970781483	0.20391160320503765
ACIN1	1.0803392682445068	0.4320205461430842	0.41705315114297614	0.15966567887202737	0.09672107910453527	0.10587604046448672	0.04075118124674758	0.2196391961605712	0.3047874699789956
ACKR3	0.550173161537662	0.9700067579375835	0.6742621663475886	0.610239639153711	0.7934180964144395	2.160631350714039	2.734767835000705	0.8992870425449612	0.7998946244064259
ACLY	0.8639416177532389	0.2655230806448883	0.3906050902701837	0.6541512568926725	0.4508647973886932	0.4247414133844418	0.1024218956622491	0.42528741996980185	0.3408362511480879
ACO1	0.4874545241075882	0.23556911249101228	0.48822369280999267	0.13135016859613918	0.38540984209491136	0.21334557271277024	0.06440914741594374	0.24236207729030826	0.15406459495064742
ACO2	0.6267954308685005	0.18643715087270596	0.4599752557578567	0.11525099653378952	0.03304874971405034	0.06625640025296158	0.060384867568060455	0.29902326285644054	0.1907963416015699
ACOD1	1.0817519210105049	1.5882533733787143	0.31220746074925904	0.4802072859721412	0.2976260457789091	0.9149454458963887	1.377360141524176	2.3832769084774013	0.714313265192368
ACOT1	0.41741146675425217	0.7419510079854443	1.0597375331009873	0.3605024279577309	0.2027258700780039	0.18427949668065294	0.14302433842398027	0.41029221872839694	0.7780543235772771
ACOT11	0.7698472214527267	0.3207144820368316	0.4391598865711796	0.5677570808861885	0.7380086082556787	1.0799531621726695	0.8940523897547304	0.2819917549590416	0.9334968771720523
ACOT13	0.508923297135376	0.4026953387001807	0.7683517524687278	0.2436137346228502	0.033905254647798165	0.24269670747060337	0.18761778335363677	0.37589986145924226	0.6854924306269188
ACOT2	0.5575499569742679	0.2584866633660297	0.27356192835078386	0.1736198959986286	0.27905510950171886	0.4055521126315075	0.07587176395229019	0.14384184640003975	0.21650892097663874
ACOT7	1.2908223126849265	0.6324060742240136	0.5225322292803734	0.8481657263199694	0.3521445852203835	0.12781613272416625	0.068447277956548	0.4841354139849028	0.8169119890955314
ACOT8	0.6019778934374336	0.4303434693556593	0.2778610660973646	0.45565107455335396	0.28405741175660654	0.9107951403494545	0.33900077269246753	0.8979990724417372	0.427681013642762
ACOT9	0.46749455810743484	0.4939449021242645	0.5882371309048727	0.18007826184081283	0.1392158269295847	0.23155121496098902	0.23480397463833588	0.7251295984599079	0.2518467404089296
ACOX1	0.16032682790904185	0.24586107701211343	0.19979448213924764	0.19882665453124995	0.07148096739296969	0.3694091462182477	0.6160203093388988	0.3920270664491956	0.10756645385818206
ACOX3	0.41142425709928	0.34526045936896615	0.5064465634978272	1.265720741825354	0.5119006183025645	0.6745190532637271	0.28211221607294185	0.3966654617291288	0.20754618205267333
ACP1	0.5217113911276949	0.8674370007540232	0.44659591285058714	1.608414809936456	1.5010176974619156	0.5887109602683438	0.08964053918705978	0.7351190938755544	2.2218200508349213
ACP2	0.1446975222628881	0.2064518237535283	0.3200708522456421	0.43022357015012247	0.18074799374538789	0.39289654162701726	0.5189315947963117	0.5356345858060851	0.16977130668762677
ACP3	0.6371661213463891	0.1757304270729191	0.287456106662711	2.057846421066221	0.09591996549459557	1.958287140427047	0.25416910350847594	0.6980173537476515	0.5842035526176589
ACP5	0.5267930840125115	0.7570953889313671	0.564223739546907	0.326322138818764	0.0664183937553002	0.30632182386176837	0.2895112426937166	0.7696078676349929	0.4955215337899068
ACP6	0.27180825191968205	0.6180302911444432	0.766858494613475	0.3878851414214126	0.17497292652063023	0.5175894624741328	0.4073500866573151	0.4146334408951311	0.31097489990002497
ACRBP	0.5349196559129189	0.5611491160387077	0.25815164159120796	1.1617382571001695	0.23393620596406747	0.3526872506958	0.54294378025961	2.2054908217371705	0.31045810418763575
ACSBG1	0.6253425559416748	0.9086969637554372	0.6139875516520665	0.5793694531885684	4.371981161501157	0.5193806425292316	0.5026713189246047	5.227669190157847	0.5702581290248675
ACSF2	1.2211598406002067	0.18609025926000086	0.18111028639980598	2.4733985002261973	0.07383901529546322	0.6698350617610518	0.9440637509881574	0.8007285416178214	0.20029413112729885
ACSF3	0.5538934452275552	0.43896195780264474	0.6239150307046544	0.25402602933176555	0.09581885987089622	0.059014467384011754	0.9052042087294297	1.1883784073298622	0.21196616528649898
ACSL1	0.34358561390152415	0.21872153725260607	0.18712309684269876	0.18020107016627884	0.5378389234931041	0.09142891917656944	0.12647650243247818	3.1174527427040726	0.37180118445042304
ACSL3	0.6668329969814314	0.24702631953453455	0.3701579149666866	1.825409239471822	0.19715975555403797	0.3935557917922746	0.4134640345105455	0.6792127269194206	0.4555281283396717
ACSL4	0.17329088734985845	0.22124996706225158	0.24408558817904155	0.18051951688798076	0.19408267545944996	0.8314247543126062	0.5442781742620162	0.5203327295006444	0.24415347117538758
ACSL5	0.5183938438835842	0.3355131858644238	0.4184279744276206	0.34324789404069167	0.23199689470261559	0.28912293715996235	0.11792224889090859	0.24741078334976993	0.5235396247336045
ACSL6	0.9168851825289278	0.6257865716311845	0.6992550372280742	0.7035585396526202	0.3369809384315299	0.11408566511212374	0.17523223767273816	0.1723680259805458	3.770172256620428
ACSM3	0.32194567183616696	0.5197333355889657	0.3893444958913038	1.3301328736089073	0.32220537017603057	0.3238356456756279	1.1141405038362624	0.5596292997507344	0.6983117308427723
ACSS1	0.22451186840208173	0.1662691594777501	0.15926541294419894	0.23257955593292154	0.06630322627063129	0.2166052846865423	0.05339332498317379	0.3156785373664719	0.4744026502533971
ACSS2	0.28953741724631193	0.3932619655087879	0.38425815493249477	0.5932936415865472	0.3586129738966758	0.6405492170515931	0.09494620036994607	0.5554956798909773	0.3472547107504692
ACTA1	0.37636228802178306	0.6089456927710188	1.0581828825421649	0.3400259631939546	1.171756176119077	0.95005843573521	1.8702494456086174	0.6367489107494784	0.6860979078268348
ACTA2	0.9048285134958964	1.5690951421112833	0.440362855234579	1.2186442032670028	0.3429976868791848	2.675966702718788	0.4472710185551754	0.833200195408269	0.3160276375452482
ACTB	0.42229406362015814	0.19347652570349314	0.15103156966451647	0.08085488535574004	0.10455968906126752	2.461106282509024	2.1902019357839455	1.2327979256769284	0.12363260061295006
ACTBL2	0.7035137765527378	1.1975205473031918	2.158242354399022	0.19778095642330232	0.6075642773970528	0.32759769678096434	0.8399977260841941	0.7046892697979036	0.8236762180014722
ACTC1	0.37636228802178306	0.6089456927710188	1.0581828825421649	0.3400259631939546	1.171756176119077	0.95005843573521	1.8702494456086174	0.6367489107494784	0.6860979078268348
ACTG1	0.49907920446789233	0.43607190664249446	0.8126035693713209	0.4565505735433981	0.37352176650540897	4.37760227859957	0.36012352520278584	1.2329830689240187	0.6657276135032291
ACTL6A	0.7673064808582858	0.3248558930462859	0.7599553053070699	0.1705793268549906	0.08289321852546154	0.15416099211616302	0.11152527831044134	0.12307173034101927	0.24460905087808987
ACTN1	0.06841464231046586	0.611038049962403	0.8390272047872498	0.38823592280110186	0.2589293473859867	0.430485453083699	1.6588289412762478	0.4114302709703865	0.16569885090632586
ACTN2	2.5815672423793625	0.7607646471622658	1.1834166132170354	0.06649814042599501	0.1796493237615243	0.6235999469913999	0.22090404995461702	1.0280956723676213	0.8223559702847981
ACTN4	0.19959906129236352	0.4458605323506379	0.6150281738108203	0.9370159621948004	0.14204061420707156	0.2627323851892777	0.5354152546577329	0.22437166405408093	0.9974951938611976
ACTR10	0.23211173670608007	0.45967608232236334	0.44104130255369145	0.25616275153647355	0.44778260562689093	0.49579808438131917	0.7163983712617846	0.2681848140167664	0.35178034418664983
ACTR1A	0.25304172269770814	0.323905428272677	0.5699807679123465	0.314653912358026	0.16294255032025537	1.4630251777857055	1.1745571177748473	0.49152616814371597	0.2831664318823928
ACTR1B	0.3085368463614899	0.515839137493041	0.6266742199472765	0.2515137746555886	0.19405581781413264	0.6730172224490513	0.10212502408872703	0.3334919819165856	0.2796878223933582
ACTR2	0.3664176906722078	0.3136405455256305	0.48907881521975893	0.2207275835864756	0.17067474778250574	0.9169087465825217	0.16880796245416685	0.2932290966600285	0.7796779395929876
ACTR3	0.5849754422909551	0.45791699508760064	0.734043552090315	0.3168083426485349	0.09011154557924352	0.6620928425118605	0.21702956169830534	0.42336977352900074	1.3640234860023006
ACTR3B	0.6552015574124126	0.3435734418305957	0.39916279484415007	0.38340617387685166	0.29748060812261623	0.5186820420119237	1.4291903127748395	0.2521220717620278	0.651888401295054
ACTR5	1.5362059983589549	0.514740607111215	0.6526081718978728	0.2456005036582526	0.1811180821831785	0.049702025701677026	0.16108730072074207	0.37185364157079026	0.34681904890531245
ACTR6	0.3489987942462985	0.34355689005389356	0.45252036767696774	0.14538388198698782	0.11522772178872924	0.24042119272613607	1.4886443817236052	0.4643244124463934	0.560396507138943
ACTR8	0.6905072598336905	0.3698669613491948	0.4730741233666968	0.18064772764078255	0.15666417300313742	0.35336035499787916	3.599323612720792	0.4008280970655619	0.3037422093918951
ACVR1	0.4435750653626514	0.9552037223471325	0.9605089522470511	0.7639540435065223	0.7983025925939838	0.9617904388124086	0.25889945666997977	0.7452879113230491	0.3491667072277225
ACY1	0.6224862576333758	0.48757282481821507	0.43522700215010907	0.49741963488132074	0.22058767388467398	0.10634775910081391	0.22276854349409883	0.5514634187656593	0.7209383440732894
ACY3	0.4756765311015259	0.5418304161513232	0.5979436311191543	7.199912724297384	0.19981065722787705	0.10248151016183518	0.10605101321039581	0.7474123629260744	0.5900681247762705
ACYP1	0.6342046806842764	0.43257382006278394	0.556478072856794	0.49755486516268804	0.29692304196204206	0.2726499573960198	0.3396481664410796	0.3279797931258405	0.32406596701068835
ACYP2	1.3926492461581172	0.3620750294211869	0.5359868399958191	0.9632540402144233	0.6505363736144544	3.0478679807454987	0.8388620471593331	0.347209212998505	0.28165808435927486
ADA	0.2076259492738427	0.3544895986838741	0.2793861076529463	1.294551760552664	0.1223837462310213	0.2235056032365395	0.16495781651511507	0.3410815318535221	0.2507723716145167
ADA2	0.28383034505884897	0.20674201867913902	0.36924587638511003	0.1909006586948215	0.7233222885263538	0.4801334316163461	0.1316146579845691	0.8053017980478429	0.24424358363203352
ADAL	0.5115677221005476	1.0246224194309976	0.8220028109709039	0.7124345003511264	0.7757655302642059	0.8142496545249756	0.08463793846567237	0.29474416822164295	0.726552033413529
ADAM10	0.3379838252850469	0.26775183405609976	0.35301471954988667	0.1945249578484194	0.2647817821439926	0.3127314008619292	0.9929159163951683	0.8020081712371696	0.7857488818217353
ADAM15	0.2624009640522304	1.002556547532275	0.6534030392470741	1.5838771634532312	0.13265159410452815	0.0832018379189668	1.3127170344480703	1.3059288042349315	1.1397958176262806
ADAM17	0.5717386477373095	0.4325450864702177	0.32453716507246866	0.44022781753188805	0.06709600259400952	0.2827454683582423	0.6143624828598495	0.3564956428386044	0.2583716505095375
ADAM19	0.5099014384815909	0.987586473804062	0.8076054744966107	0.4700065283157618	0.3884632075214113	0.4351512345997853	0.37746472711143925	0.6477459436611528	0.5039974141128366
ADAM28	3.840305327273265	0.3331997627302722	0.354730152358851	1.1870489998485536	1.3923033045831497	0.18505268837726122	0.23418540736246463	0.5899068988763365	0.7834383679821774
ADAM8	0.28169411709474823	0.23567117341648522	0.3195692274880341	0.7012594451250043	0.35571080795244825	0.04027239928340447	0.8141710353198409	0.3685089398775051	0.30275899484153546
ADAM9	1.0667735503011746	0.4772884595437326	0.33575489098735084	0.45150796144681565	0.25592128495499455	0.36872208227704467	1.2688735668971	1.5039954861066807	0.6196681312216457
ADAMDEC1	0.16339795953594963	0.8248028599514897	0.9722461715589732	0.6989752597766368	0.5474917983854094	1.1385243397167357	0.36417513516118527	0.40168334377193676	0.38228346152343323
ADAMTS1	0.6332836279448976	0.9521242544214552	1.5341445555061721	0.9622956736837316	0.897105286479167	0.12807415850145326	1.770703947624456	1.6834609485599064	0.9565925912943447
ADAMTS13	0.2634497307771683	1.075374437704154	0.4316393905915805	0.300596762222915	0.22510967023930337	0.061258003895876725	1.2452936484131016	1.3068668431218635	1.2337415190163308
ADAMTS2	1.0222823915289536	0.7010880097977151	0.5859528703066688	0.6404493023307606	0.4727058109937533	0.38753784180880085	1.1542660868082388	0.49668203252877785	0.582548328649919
ADAMTSL4	1.872692177446977	1.203854573849149	0.3424484301875262	0.6754130108007149	0.37069956373322127	0.8164948503000685	0.18713077604620856	0.49594936929258787	0.07176252542727382
ADAP1	0.26326670087347076	0.38518023907852267	0.4595038190193692	0.878043146300114	0.2562835105735482	0.2374383621359016	0.07777674426802601	0.46276167159004167	0.6830806051619879
