genes	B.cells	T4.cells	T8.cells	DC	Basophil	Eosinophil	Neutrophil	MO	NK
ABCD1	1.0998571374435935	0.7771354451404445	0.8039204873478459	2.3718754794000416	1.6631890917629804	1.9625603798113995	0.7097533767151457	2.6719573018457514	0.8827867225065241
ABCD2	1.3744239675963037	1.3537901971044461	1.6944262435747768	0.7143706071219046	0.6877081225291066	0.7783610703144023	0.6185585243812399	0.9225577788419628	1.1845828185658465
ABCD3	0.5823545056224898	1.0351389308150865	1.336063930955814	1.325733514152114	0.9016891858927024	0.6601509664856343	0.6457534178071672	2.289604041857969	1.1414383218323412
ABCD4	0.9820417423305413	0.7463799078648645	1.0716225124359056	2.3780334893127506	2.808301302734791	1.8324913984528233	2.2512231987349605	1.8154228870198414	1.3718437063053965
ABCE1	1.1833415974606245	1.3064761640075826	1.4512470254790288	1.6018676156412521	0.3866449896560757	0.14135950445737408	0.12491411970267674	0.9176465827656543	1.2405701864147434
ABCF1	1.0543881930480816	1.4613284057755918	1.9256569613870536	0.7088488371782934	0.42243307398420327	0.33590464189767905	0.1449312579725565	0.6888997844071549	1.4175098691312789
ABCF2	0.8541354473491859	1.3162092996357906	1.606409885639935	1.4942356420843204	0.1245943267084198	0.2116149976812311	0.4928895332101464	1.0668787557249726	1.2762996571151406
ABCF3	0.5023179583570409	1.401270596704348	1.9465518024136794	0.9761380684697727	0.387574139780668	0.2188646166417818	0.9698296264468459	1.0191050195645726	1.319055274395392
ABHD10	3.9005376993458043	1.076973607957749	0.9037658046233842	1.341360775444845	0.8320995056058766	0.957195149107595	0.22565493001170847	1.3544714603348893	0.9940068297248956
ABHD11	0.8210722095846831	1.3389824089313447	1.233972906130278	1.0243375293476131	0.76219387542049	0.5082672466940168	0.08044016786731992	1.7843426941221556	1.1646601476676943
ABHD12	0.399533536213416	1.0822001855893766	1.0648817424119623	2.0470316317819766	0.9798919890186124	0.6456364665100589	0.7609837730070153	1.685044197531963	1.9142108549018086
ABHD13	1.0311605341544101	1.2998290118010711	1.1080962335942628	0.8879059406784517	0.4987676180968761	1.7777093825293113	1.0313132439485726	1.7060446898570476	1.1445364843871175
ABHD14A-ACY1	1.3954750023721099	0.8284023681248233	1.3839200305487498	1.867766010640316	1.3807460586851963	0.3667231494503725	0.4573608584729434	1.5979419605188419	1.7712787863481678
ABHD14B	0.8471206283692266	1.4382318041223852	1.601331231316093	1.1160679055756932	1.5468321552131188	0.9648764636857574	0.1621567823020533	0.7341873068599978	0.9858748096627612
ABHD15	1.0960687673119436	0.9556194045469363	1.7656384926070379	2.552144745478811	1.3540988409478931	1.0691469526456818	1.0839497960346485	0.9561794063736939	1.3405368691856976
ABHD16A	0.6576480702258264	1.002239759428384	1.1861258178093648	1.5891813852687713	1.2225528368422542	1.4804617982188888	0.6456648532654448	1.7168402772403397	1.3380253440749104
ABHD17A	1.165078621683072	1.0931087909476076	1.8290031222687535	0.5556336905125546	0.635357686811773	0.6268364233276251	0.5091839888473194	0.8709514106773723	3.0392707790163542
ABHD17B	1.123324885298436	0.6272670480545716	1.0027099025278974	1.4799648761715098	5.162159624771763	3.105688084032181	1.3144506920180614	1.22996799588656	1.8673003248482507
ABHD3	0.9226290652201427	1.0473789330607786	0.9777671733157401	0.7724853053966697	3.3325772250195347	1.1068608311761832	1.153589191738897	1.8825327778292102	5.184452385463486
ABHD4	1.0909580128241698	1.1702946164030286	1.0593223369512088	1.0653085451224125	5.79238004647155	1.138177264099483	0.8610054827734056	1.7589651237264723	0.994829667516343
ABHD5	0.9994455749144597	0.8671186330074961	0.7131363275164078	0.7328668315378393	11.354699475665612	0.814129269270181	3.0634854213383242	1.6832538031930218	0.9734793184892248
ABHD6	1.3418978839110878	0.7081594777422859	0.9045142145321866	3.2481135856459176	1.0083442123523028	0.9910835418135362	1.4421756316915273	2.7387572338102864	0.9527483820457625
ABI1	1.088413586641731	1.1198277309123428	0.5582540699475198	1.5756309166484928	1.7864410407250446	3.196291378255629	5.016007868177181	0.9965143168438143	0.7416963659759462
ABI2	1.4206020979044072	0.9957452407694459	0.933507880249647	4.268944852458588	0.9894915508635564	0.9805035927965824	0.753009564686827	0.9206629933012619	2.1214679092628828
ABI3	0.973618029042297	1.0641770139103794	1.7006970821577776	1.1280108770807988	0.19680643415201915	0.3117679953186699	1.3648209224021033	1.3655762148329895	1.7367523829688054
ABITRAM	0.7924519545918471	1.251502124430091	1.3495943961014523	1.9678351976761135	0.7490637781860822	0.5587449894177328	0.6804139506769249	1.1168747977347573	2.0171077538561786
ABL1	0.8128218517414751	1.1415166787141757	1.2341703416446963	1.0730435437900765	1.7000940079670528	1.279662793200656	2.8265818377027068	1.0315316619248893	1.114764351700631
ABL2	1.4363769890673792	0.958551754646337	1.3892109738670997	1.2295500283813703	2.3546582813032644	0.9068696112149235	1.7915669564115595	1.3331955090876353	1.6277652678297785
ABLIM1	1.0113184372849873	1.8277871272438122	1.8714399857342443	0.48625280382910885	0.6200192311077206	0.4720690201618947	0.5687667265410884	0.5232376242529037	1.0001896009413476
ABLIM3	1.1498185610278893	1.1980961048095102	1.5961038087086117	1.1044813033885852	3.3700639113493027	2.0359487773940432	1.1690904928296866	1.063461932577152	1.1739130910493136
ABR	0.34390733443103244	1.1709312843567323	1.2449174233432059	1.5293038048056176	1.2383461413792483	1.102755026955288	1.0709065986371908	1.9807894535193176	1.07667600990286
ABRACL	0.686573316350922	1.460370127059239	1.417229650795466	0.9176347166698124	1.517986647667002	1.0236171201590767	0.15063592206056006	0.9851802457569491	1.105710560362992
ABRAXAS1	1.2672951499478728	1.441475177393504	1.3612996189584647	0.5751309971520402	0.759922715538825	1.4969369126370058	1.458429840756943	0.5147285402985806	1.1661140771296261
ABRAXAS2	0.931176296977606	1.091402618061948	1.2658046387752802	1.5368689963710658	1.8903909071339804	0.9787980298617049	1.0351848309448164	0.9791273862478022	0.9301530609581963
ABT1	0.9365744172617485	1.4202176411444016	1.5346210316133009	0.6062455562629289	0.638667926057083	0.3656437818286764	1.1445261627592613	1.1612470962457595	1.172849667079031
ABTB1	1.0602537635013023	1.0902555570391526	0.98801221906369	1.1045330021487174	1.0815215354619792	1.4988667539793084	1.0590930920774433	1.634939004095588	2.653374536309337
ABTB2	0.8456109997700594	1.5364801816531082	1.57362043733284	0.7055636923603266	3.503290440861572	1.2902323245568947	2.579652248468507	0.9590054514676623	1.0138826330196986
ACAA1	0.746516407936701	0.918634292785788	1.0217485245966116	2.296638972644444	1.477950110467661	1.5531803652596725	0.19935208950872108	2.275204713531742	0.9925179278783197
ACAA2	0.7904910586161721	0.8892773116218345	1.3491787259958616	0.9503848921194356	0.5409115585270492	0.8850631279683849	0.4084277554922399	3.9126601845531073	1.6210213719197557
ACACA	1.0841454693475832	1.0417128318530073	1.0939463437627355	2.694844622541968	1.4290481008143994	0.6586157946870564	0.7128414374509158	1.3010227586549885	1.6440489116824186
ACAD10	0.8670924881777061	1.2546098095622524	1.2622255377085811	1.5423173734497264	0.4220101480732308	0.9785321931795444	0.3869188686869101	1.8268878232805967	0.8477007173319597
ACAD8	0.8667235150861382	1.1667271439469906	1.696014680763898	0.6927573589870094	1.269129596783237	0.941227561237588	0.9040002821780379	0.9171603658630026	1.3531277150361138
ACAD9	0.9822869218179716	1.0755029144174744	1.0073007435043513	1.3696920665682384	0.6527547712752632	0.2738102948745898	0.6225359119656731	3.2834102579243023	0.8236564196431575
ACADM	2.2497700117382826	0.8888283790119273	1.5182561759279851	1.4864197346918262	0.6846781718573024	0.7867863595319837	0.42003795076186573	1.8778763339606217	0.8463232985091008
ACADS	0.47125355294769816	1.2892744239978902	1.4841789734701458	0.8224571899589981	0.780938949563861	0.5256873147688041	0.8563801540706606	1.3363107438250106	1.5613585451167684
ACADSB	0.7779451469144446	1.5263958672145346	1.682585125571321	0.7059099903698158	0.40469063363678404	0.6226571891705001	0.24342570854194515	0.773297588137289	1.4711038807908998
ACADVL	0.3859896437107499	0.8110285344465145	1.248675779395184	1.9410160171828852	0.8726354650128985	0.8343690004575257	0.8253424642234559	3.608822935238638	1.257023753043987
ACAP1	0.6049224448436876	1.5141057472155373	1.6791287886739281	0.71626467439527	1.270910338608702	1.5937054066532763	0.7460710276898153	0.33591456325025537	1.3068928921739782
ACAP2	0.7378263877687655	0.9901597223706937	1.131586590671291	1.12502013660816	2.1886525519952036	1.5046977405514446	0.8147775678734852	1.8307262954868986	1.0583615438778218
ACAT1	1.1194191059072802	1.261044930795355	1.4152925318931446	0.7619313450100628	0.3468558629328262	0.5260350974242203	4.312700792633024	1.5715834270479958	0.7901381815140327
ACAT2	1.0748919270189077	1.255223665685911	1.1466152890264956	1.332084985949661	1.0403322051847619	0.97452403810638	0.10750702579748658	0.8555059924830273	1.25791207557767
ACBD3	2.517292413594331	0.7068105885170517	0.9503064597098981	1.4139670528218808	0.9088396033943591	0.28041569215798057	0.9636075417009563	2.8905181648032516	0.9650232207321143
ACBD4	0.9698563804909122	1.2920816749852955	0.8271515970680079	1.388695913524986	1.3363557485931685	0.9141556687149255	4.709454562747212	0.9705221419840452	1.3649434687599056
ACBD5	0.5907194995660707	0.9447789777199438	1.0796092716155479	1.7139483055694655	1.2099995880887575	1.2589969275463988	1.2619460511995289	2.1505130647474697	1.3633580118829074
ACBD6	0.7088475094745865	1.321744478446106	1.559292106492931	1.6501986168633196	0.8842339366458143	1.1007179230641855	0.34834119785163586	1.0436595304931515	1.1936122554150201
ACD	1.3398465238656447	1.1443441185227856	1.4190534317539378	0.7167137880777129	0.7986382568609631	0.7761203613390855	0.9636285009943493	1.1265749571147194	1.5997462647921583
ACE	1.3785384492486934	1.3896751566945575	1.9285529783101163	0.7829939244499036	0.6651278826321063	1.416350342106302	1.5826721988980585	1.1429899105911223	0.6703793967043813
ACER3	1.0138050872079385	1.0102599674028874	0.8103121246887655	3.074592653509055	0.6931219036611055	1.362309096245036	1.4192689010714632	2.8081994995832233	0.7523097221467457
ACIN1	1.543663031349667	1.4299216777627282	1.3620744968059368	0.7714191773853383	0.8719326841637818	0.5711437301729271	0.08566068493777002	0.709574654413828	1.3575397578470179
ACKR3	1.261155639402067	1.196332155647888	1.048885755100821	1.142181188484914	0.8141146748188112	1.5018199930731786	3.7134585391564015	1.3439811018805725	1.1681030501784688
ACLY	1.4203200142686203	0.69470310237546	1.0467584318519454	2.041887873136933	3.673865159899181	2.625741398569989	0.4758860000504739	1.8998554453722492	0.7232497242189515
ACO1	0.7622006223389334	0.978751475445168	1.4270491609093847	1.1564147688125912	4.116491551384637	1.190055297243513	0.13877028872216024	1.3689105311712053	1.2164427419691957
ACO2	1.4342779120594644	1.1808225533474077	1.7530433184158478	0.8959308007299082	0.3995883713873762	0.30256669780905765	0.10719818251717911	1.1215768030922413	1.212128964105528
ACOD1	1.4728389187153412	1.4015411983799784	0.955241715279604	0.8861447506995522	1.4918331668753806	1.3951218585096212	1.7702448739112295	1.699468256515811	0.7988858805763974
ACOT1	0.9043349443499075	1.5397748449974837	1.5992928424387454	0.9861096697588768	0.600476936098928	0.46537279119140995	0.5755048839490803	0.7852468531574743	1.7081743408823908
ACOT11	1.2154727770824574	0.7020982383343665	0.7801559557944681	1.1757366523159605	2.638190804581491	4.992342235495457	2.9095827686006395	1.5344060936150463	1.5386075535684987
ACOT13	0.7407790336253028	1.3587644169594622	1.9838715605344668	0.7740860103060323	0.6636284483955385	0.6605320735476287	0.26190194644607484	0.8738844702213684	1.5947630352407365
ACOT2	1.0569796087135663	1.4142102410209267	1.5616628715058871	1.0537310817387049	0.6724563572307565	0.380904443575059	0.23434990379272616	0.5689761740581641	1.68534568195122
ACOT7	1.168457958293095	1.2089414744273048	0.9130800527190591	2.7228394218852423	1.1810715623918902	0.994655711739757	0.2732927899550313	1.1679781563285474	1.5319399296132015
ACOT8	1.031032344307061	0.9860245689562722	0.8339706799690547	1.9565938966159246	0.8692426363090313	1.7178138620094277	1.3253495311969608	1.872229731755799	1.0249561398589897
ACOT9	0.7126556059700829	1.2100887063276715	1.5751158627792778	0.7004826634609534	0.7305342879682047	0.6074840998934318	0.6023017255655296	2.1405149201248004	1.0633566064244495
ACOX1	0.4212681286824873	0.8667152261629322	0.9224974295727117	1.9308696754018446	3.944210193630113	0.6647602881189065	3.8221527938847806	1.9358773609422517	0.8864584292408945
ACOX3	0.8057309058279428	1.1031585355420894	1.1967158754938096	2.3756040067017654	0.6608773485890376	1.0473565541138299	0.5147347871661638	2.2751109239859106	0.46913428991060663
ACP1	1.148553880599284	1.2135145163703964	0.8677478534570758	1.8582557791446312	1.750806096489301	0.9585971666630411	0.5263750244957199	1.1701912199385431	2.5467622877296225
ACP2	0.3314146869335651	1.0480963402611931	1.3535441630400504	0.54905779160502	1.8584791611238527	1.6830962495968096	1.4322455690097864	1.9292916042771615	1.6258801591350378
ACP3	1.039827970722982	0.6635543380091757	0.7595697886187436	2.5492384125765386	0.7158346113588607	4.476436885460002	1.983259506205243	2.694104675197456	1.0579895291166421
ACP5	0.8710779415412881	1.0943057326459507	1.3163393667825707	1.332802855500328	0.46966148548246534	3.383584630214547	0.799011163782791	1.549633628461634	1.2518486513692322
ACP6	0.5828136765839899	1.635423614751917	1.5753271323040785	0.9463006932604876	0.35116572421288883	0.9280349764243823	1.3312489676165604	1.0483289892712875	0.625775730633783
ACRBP	1.0755815122895236	0.9903187529691846	0.6906311410142187	2.041887691007549	0.7251437712025778	0.8847424243032149	1.0532661854859056	3.7222843903515215	0.8150506566721885
ACSBG1	1.0964917920030832	1.1307446586754442	0.8169757993288255	1.0973514632960757	4.215085730838675	1.0681440912331435	1.2939471170522974	2.904625419007356	1.195524658410443
ACSF2	1.6840688576811924	0.6374822748491672	0.7886774189567549	3.5667916013232275	2.2496297361705073	3.0117459726542197	1.5433822460287718	1.6283920167986488	0.758488298655125
ACSF3	0.9471446561795597	1.1182722150960869	1.0673964755949081	0.8979267091779155	0.7356389851816608	0.3807630709598443	1.2045521390397151	3.561235787326025	0.6034587942135939
ACSL1	0.7936275467196747	0.7294462124689836	0.8334465505492403	0.826756130233122	1.64848607357523	1.294808965127146	2.2598243545254766	5.0904804558637915	0.8867813565282632
ACSL3	0.9668222082289382	0.7455520766847472	1.433053161065737	3.2302697103378337	0.7266447266183947	0.9049113717398817	0.6913704141102784	1.7528465984456958	1.5005865510637624
ACSL4	0.6712791782648299	0.6772403493255258	0.8808611320198667	1.6082203578108831	4.826976061975822	4.932668575386966	0.8209168046529215	2.4187085463162803	0.8394293982801156
ACSL5	0.7235681920094268	1.0788809284463525	1.5786094927225462	1.112616266317699	1.3126523028561965	0.8122613980183551	0.31533508594802373	1.3686480914554604	1.6510761809320722
ACSL6	1.0992800203579798	1.0731269205282792	1.5218457903785634	0.7988502560130311	1.3046092735453043	0.8586274782499713	1.154594022518173	0.6770705528925541	4.383823416404022
ACSM3	0.6231471331706829	1.3513942926254785	1.7848808751194856	1.1457219611386673	0.9418299610094772	0.6472742089546426	0.9528621902987786	1.3794377493448227	0.8210938656640682
ACSS1	1.2292897876973095	0.9861072219202389	1.2754209837528392	1.186334484710059	0.8066748829115663	1.1000210600310236	0.06412640874057564	1.345994015675722	1.610992403509842
ACSS2	0.6746440098854988	0.949692254865663	0.8500224758466962	2.044036905079678	2.911542799199282	0.8747977254066989	1.2131217587090388	2.7487664472876987	0.62468881695772
ACTA1	0.6596812292655206	1.136274772326517	1.626404823152542	0.7265494726484555	1.8251439172857429	2.3812670933203366	1.8837159335952263	1.475636434729812	0.97429067239984
ACTA2	1.2670732415775208	1.465694662116436	0.8255400047526639	1.9822033219215582	0.9997396012433419	3.086666463607125	1.1290172022775633	1.0649164057163312	0.9141288900193283
ACTB	1.3706775683571841	0.7590875322334963	0.6557941188001587	0.6763168829958723	0.9830557281745278	5.832534039486597	3.822560306083397	2.9078315709293516	0.5651680102565311
ACTBL2	1.1457958323822226	1.057555345133971	1.5737707146827424	0.9817158772054377	1.896902889873402	1.5169030522905285	1.7717315825125082	1.4317335928376955	1.2200197361016503
ACTC1	0.6596812292655206	1.136274772326517	1.626404823152542	0.7265494726484555	1.8251439172857429	2.3812670933203366	1.8837159335952263	1.475636434729812	0.97429067239984
ACTG1	1.0036179249802102	0.9776512349250199	0.967322351621124	1.1858577000547919	1.0543056531669985	7.031348692744406	1.7860122833206622	1.4228424893208202	1.2176485102704022
ACTL6A	0.9630129431945599	1.2590980108020062	1.5141285133353666	1.2854470572563659	1.0240933691700258	0.5181962709018748	0.14134960801210045	1.131773108620716	1.196519428516463
ACTN1	0.3362078238983825	1.2412789400216486	1.1753639465054428	0.8472071730039861	2.0748929941957295	2.9257456196484863	4.2181761806606195	1.376033290844248	0.590501989323345
ACTN2	2.5247299577894986	1.2147243379829777	1.2116342670354252	0.6043981775354381	0.9493940000441083	1.0680072267611302	0.7463945755680536	1.7841266862095602	0.9175400894435387
ACTN4	0.4777476917162005	0.9313176129373156	1.1059800592364457	1.588669840147332	1.6554710934020291	1.9159406556420373	2.526218282147683	2.16425516283795	1.111349721487764
ACTR10	0.4830468242123321	1.1339114755901634	1.2858164268558427	1.220392143649721	1.5987425762874394	1.650362140621389	1.7141820451414425	1.386921164271306	0.8427644052979292
ACTR1A	0.44191655526385404	1.0740470175106804	1.1608342848007258	1.6682328504968267	1.7183905205353858	2.224838563957216	0.8615112123615609	2.0264021558381597	0.7406594683723959
ACTR1B	0.48399452759841677	1.4774048759169265	1.380378046140077	1.0839841459603694	2.1846136385165567	1.4912443162352065	0.34307937790133197	0.8475705601079828	1.0062629146224524
ACTR2	0.5093885607012872	1.187288705390893	1.654618861656373	0.8964856690368537	0.9833020899283541	2.0576559798894962	0.3985333787732125	1.207148572943163	1.444207099683572
ACTR3	0.6953867531947039	1.1510077251704707	1.7636188621849085	0.9481238446306847	0.7197539439507251	2.0806573332213363	0.43700964556251853	1.0403779948943392	1.949793103189381
ACTR3B	0.9494575230327796	1.286047248821813	2.0115654267542	0.6722400679522197	0.46982179791634937	1.0924785930860283	1.007457199907189	1.0847857589563732	0.8358928847807074
ACTR5	1.4812855766031154	1.3388831894541986	1.5269280242334735	0.6758602321853987	0.6640835659400939	0.3907746537924054	0.8817948144432624	1.0582829583102946	1.0688011331704788
ACTR6	1.0350826032752671	1.0893722685263574	1.2141536379885536	1.0932792171628054	0.8944095313244801	0.9326432669857373	4.977883110949685	0.8351399052058041	1.14323392426535
ACTR8	0.9893034545488363	1.1467064887229361	1.35370813182299	0.9968050551062493	0.8649104759349859	0.6957682662113186	2.8554987445495383	1.1021993185063363	1.2910533560698465
ACVR1	0.868225240360699	1.7845940428310303	1.1714509827943531	1.076832321523859	1.5360883493188022	1.1266961685215708	0.6652659488253219	0.9280418776594429	0.6898975423297561
ACY1	1.3954750023721099	0.8284023681248233	1.3839200305487498	1.867766010640316	1.3807460586851963	0.3667231494503725	0.4573608584729434	1.5979419605188419	1.7712787863481678
ACY3	1.0780739602504705	0.9206506212397723	1.044073244120532	6.812731347142186	0.6989153044374963	0.6593566382473408	0.8972296484067267	1.4182017167185377	1.0224430709075705
ACYP1	1.0958027568523627	1.2192056525084536	1.4432741811367742	0.9756513625666032	2.4493329811821485	1.1241161147152707	0.3791812649427065	0.7350958209179262	1.2622120980841212
ACYP2	2.364885303712404	0.8837130662626902	0.8871858065961374	2.054153247034255	1.7573277371510074	1.6974003559697972	1.736923311478055	1.0689816011923148	0.8500515566274481
ADA	0.34381517606924134	1.3216847050966751	1.2796214139866728	2.2069362623121926	0.5905586620289036	0.5001008437190124	0.8730955802134319	1.0774706722731462	1.690083632269824
ADA2	0.40840306288087574	0.7851792530108643	1.2574256539647284	1.2527008291283783	3.1967286269120767	1.879302179962599	0.5160329044860604	2.7115638614472295	1.4245676496877835
ADAL	0.9816165075193636	1.457121321761341	1.7579548764350161	1.0559574967734666	1.1357252951083958	1.6825956824268584	0.5259918471449558	0.6771996376828784	1.119715022585641
ADAM10	0.5316570844746548	0.8765841352020263	1.0511515824393158	0.6679418316833906	1.2186929615390796	0.8950841236314341	4.730055733430834	2.299533070653848	2.081657596095018
ADAM15	0.8311523214469	1.2544135351058407	0.843845799439552	1.9175655940374599	0.7059176748106303	0.5477789713495855	2.4707381472991994	2.202826287172328	1.2873309152796804
ADAM17	1.1063552586927927	0.8402653387987424	1.2114354055887886	1.7171400608343927	0.351384548078444	1.2107765198391935	0.602024446900798	2.3005318739616394	1.665308272452202
ADAM19	0.9924114598892819	1.1960420590717638	0.808535514088117	1.353802972409511	2.222924741059439	1.6052559725464217	2.8066250606971543	1.6209325381346098	0.8229998267746506
ADAM28	3.7020926234924816	0.8329727006326	0.7513708687741554	2.0661725460880347	2.4450007396129245	0.9674488580920448	0.9793684768573041	0.9529525177082329	1.3147194940355784
ADAM8	0.5762732233501048	0.7929388958087408	0.9867176244024127	1.1918704563207148	4.334383125213292	5.251542460543803	3.1887278163621304	0.9138220301692095	1.7215646030448795
ADAM9	1.3345362500695377	0.8507955782929998	0.689516404443717	1.2289872657844678	0.7844871344002591	1.205217797246156	3.1015677107926907	3.1671966123366286	1.194045948168986
ADAMDEC1	0.6108441064556552	1.7631988097725557	1.344934283014943	0.9961670372383563	1.7216043924090085	1.4516142217731778	1.1435108051172962	0.6620007821200401	0.7308027818957517
ADAMTS1	1.1747624402995926	1.0043105542624962	1.8564961167019263	1.424373781746212	1.5245892245024595	0.8350689662714594	1.8409780573512138	1.4798419275497405	1.3362186357681585
ADAMTS13	0.8613832111741854	1.1243310213747888	0.8078111382744168	0.9008020405511472	0.8719730230484177	0.6593801696428364	7.138792506337994	2.0677438671244777	1.5348641209576672
ADAMTS2	1.241593344903542	1.002651177242279	0.8661584651352054	1.014418658003493	0.836068744284188	2.3513119406559633	3.774975841729844	2.0866410555122665	0.8983681363539349
ADAMTSL4	1.6893632547627273	1.4455881879213077	0.7698464882767447	1.7777061689076281	2.3850108275064192	1.0598346212599956	0.6928814959511005	1.2588439912849514	0.48240120182680163
ADAP1	0.6764579264163623	0.7324749990611932	1.441877330164576	1.4323005624329381	1.7026326650777737	1.4969240480081454	0.4437356494988329	2.4088924799209224	2.0470852516191145
ADAP2	0.884861726646523	1.0171403996989288	0.9183050589968018	0.8346243432675422	0.9306081251838099	1.8414741742463447	1.3214305244572984	4.0814887510123645	0.8094935607832289
ADAR	0.49802376634499196	1.429449087891713	1.7172496181097443	1.0399839901428052	0.6752970518817829	0.6546590016843334	0.14042639150901826	1.0777219837484242	1.4331408325608614
